,database,sampleID,nframes,wav_path,lips_path,transcription_path,delimiter,text_enc
10,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0010,549,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0010.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0010.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0010.txt,5,utf-8
11,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0011,134,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0011.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0011.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0011.txt,5,utf-8
12,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0012,171,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0012.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0012.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0012.txt,5,utf-8
13,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0013,285,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0013.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0013.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0013.txt,5,utf-8
14,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0014,93,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0014.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0014.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0014.txt,5,utf-8
15,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0015,140,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0015.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0015.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0015.txt,5,utf-8
16,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0016,39,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0016.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0016.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0016.txt,5,utf-8
17,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0017,79,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0017.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0017.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0017.txt,5,utf-8
18,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0018,257,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0018.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0018.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0018.txt,5,utf-8
19,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0019,97,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0019.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0019.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0019.txt,5,utf-8
20,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0020,126,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0020.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0020.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0020.txt,5,utf-8
21,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0021,120,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0021.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0021.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0021.txt,5,utf-8
22,CMU-MOSEAS-Spanish,SP_B1-2U9l-S5JGak_0022,284,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0022.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0022.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2U9l-S5JGak/SP_B1-2U9l-S5JGak_0022.txt,5,utf-8
23,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0000,140,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0000.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0000.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0000.txt,5,utf-8
24,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0001,170,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0001.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0001.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0001.txt,5,utf-8
25,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0002,94,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0002.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0002.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0002.txt,5,utf-8
26,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0003,189,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0003.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0003.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0003.txt,5,utf-8
27,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0004,66,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0004.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0004.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0004.txt,5,utf-8
28,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0005,359,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0005.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0005.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0005.txt,5,utf-8
29,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0006,152,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0006.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0006.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0006.txt,5,utf-8
30,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0007,98,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0007.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0007.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0007.txt,5,utf-8
31,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0008,108,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0008.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0008.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0008.txt,5,utf-8
32,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0009,291,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0009.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0009.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0009.txt,5,utf-8
33,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0010,222,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0010.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0010.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0010.txt,5,utf-8
34,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0011,292,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0011.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0011.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0011.txt,5,utf-8
35,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0012,111,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0012.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0012.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0012.txt,5,utf-8
36,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0013,279,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0013.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0013.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0013.txt,5,utf-8
37,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0014,89,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0014.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0014.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0014.txt,5,utf-8
38,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0015,474,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0015.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0015.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0015.txt,5,utf-8
39,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0016,377,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0016.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0016.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0016.txt,5,utf-8
40,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0017,145,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0017.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0017.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0017.txt,5,utf-8
41,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0018,80,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0018.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0018.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0018.txt,5,utf-8
42,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0019,217,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0019.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0019.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0019.txt,5,utf-8
43,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0020,233,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0020.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0020.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0020.txt,5,utf-8
44,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0021,234,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0021.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0021.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0021.txt,5,utf-8
45,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0022,148,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0022.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0022.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0022.txt,5,utf-8
46,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0023,363,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0023.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0023.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0023.txt,5,utf-8
47,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0024,57,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0024.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0024.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0024.txt,5,utf-8
48,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0025,34,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0025.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0025.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0025.txt,5,utf-8
49,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0026,105,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0026.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0026.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0026.txt,5,utf-8
50,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0027,70,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0027.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0027.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0027.txt,5,utf-8
51,CMU-MOSEAS-Spanish,SP_B1-2ZLdfGZtCEU_0028,80,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0028.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0028.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-2ZLdfGZtCEU/SP_B1-2ZLdfGZtCEU_0028.txt,5,utf-8
52,CMU-MOSEAS-Spanish,SP_B1-32-JUrG1w8g_0000,134,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0000.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0000.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0000.txt,5,utf-8
53,CMU-MOSEAS-Spanish,SP_B1-32-JUrG1w8g_0001,172,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0001.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0001.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0001.txt,5,utf-8
54,CMU-MOSEAS-Spanish,SP_B1-32-JUrG1w8g_0002,191,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0002.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0002.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0002.txt,5,utf-8
55,CMU-MOSEAS-Spanish,SP_B1-32-JUrG1w8g_0003,209,../data/CMU-MOSEAS-Spanish/WAVs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0003.wav,../data/CMU-MOSEAS-Spanish/ROIs/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0003.npz,../data/CMU-MOSEAS-Spanish/transcriptions/SP_B1-32-JUrG1w8g/SP_B1-32-JUrG1w8g_0003.txt,5,utf-8
